id;artist;song;duration_sec;explicit;year;genre;popularity;;;;;;;;
900;T-Pain;Can't Believe It (feat. Lil' Wayne);274;FALSE;2008;hip hop, pop, R&B;0;;;;;;;;
901;Black Eyed Peas;I Gotta Feeling;289;FALSE;2009;hip hop, pop;80;;;;;;;;
902;Lady Gaga;Poker Face;237;FALSE;2008;pop;77;;;;;;;;
903;Beyoncé;Halo;262;FALSE;2008;pop, R&B;74;;;;;;;;
904;David Guetta;Sexy Bitch (feat. Akon);196;TRUE;2010;hip hop, pop, Dance/Electronic;75;;;;;;;;
905;Flo Rida;Right Round;205;FALSE;2009;hip hop, pop;74;;;;;;;;
906;Taylor Swift;Love Story;236;FALSE;2008;pop;74;;;;;;;;
907;Pitbull;Hotel Room Service;239;FALSE;2009;hip hop, pop, latin;63;;;;;;;;
908;Britney Spears;Circus;192;FALSE;2008;pop;74;;;;;;;;
909;Lady Gaga;LoveGame;216;FALSE;2008;pop;69;;;;;;;;
910;Skillet;Monster;178;FALSE;2009;rock, pop, metal;75;;;;;;;;
911;The Prodigy;Omen;216;FALSE;2009;rock, pop, Dance/Electronic;57;;;;;;;;
912;Black Eyed Peas;Meet Me Halfway;284;FALSE;2009;hip hop, pop;72;;;;;;;;
913;Kanye West;Heartless;211;FALSE;2008;hip hop;82;;;;;;;;
914;Kid Cudi;Day 'N' Nite (Nightmare);221;FALSE;2009;hip hop;72;;;;;;;;
915;Lady Gaga;Just Dance;242;FALSE;2008;pop;76;;;;;;;;
916;Britney Spears;If U Seek Amy;217;FALSE;2008;pop;69;;;;;;;;
917;Pitbull;I Know You Want Me (Calle Ocho);237;FALSE;2009;hip hop, pop, latin;59;;;;;;;;
918;Mariah Carey;Obsessed;242;FALSE;2009;pop, R&B;66;;;;;;;;
919;Beyoncé;Sweet Dreams;208;FALSE;2008;pop, R&B;48;;;;;;;;
920;Agnes;Release Me;256;FALSE;2009;pop, Dance/Electronic;65;;;;;;;;
921;Black Eyed Peas;Boom Boom Pow;251;TRUE;2009;hip hop, pop;68;;;;;;;;
922;Shakira;She Wolf;189;FALSE;2009;pop, latin;68;;;;;;;;
923;Lady Gaga;Paparazzi;208;FALSE;2008;pop;70;;;;;;;;
924;JAY-Z;Empire State Of Mind;277;TRUE;2009;hip hop;82;;;;;;;;
925;OneRepublic;All The Right Moves;238;FALSE;2009;pop;65;;;;;;;;
926;Jeremih;Birthday Sex;227;FALSE;2009;hip hop, pop, R&B;67;;;;;;;;
927;Cascada;Evacuate The Dancefloor;207;FALSE;2009;hip hop, pop, Dance/Electronic;63;;;;;;;;
928;Linkin Park;New Divide;269;FALSE;2009;rock, metal;68;;;;;;;;
929;Kevin Rudolf;Let It Rock;231;TRUE;2008;hip hop, pop;66;;;;;;;;
930;JAY-Z;Run This Town;268;TRUE;2009;hip hop;75;;;;;;;;
931;Lady Gaga;Bad Romance;295;TRUE;2009;pop;80;;;;;;;;
932;T.I.;Live Your Life;339;TRUE;2008;hip hop, pop;75;;;;;;;;
933;Eminem;We Made You;270;FALSE;2009;hip hop;63;;;;;;;;
934;Dizzee Rascal;Bonkers;178;FALSE;2011;hip hop, pop, Dance/Electronic;38;;;;;;;;
935;Ciara;Love Sex Magic (feat. Justin Timberlake);220;FALSE;2009;pop, R&B;58;;;;;;;;
936;Rihanna;Russian Roulette;228;TRUE;2009;hip hop, pop, R&B;64;;;;;;;;
937;Soulja Boy;Turn My Swag On;206;FALSE;2008;hip hop, pop;59;;;;;;;;
938;The xx;Intro;128;FALSE;2009;rock;2;;;;;;;;
939;Jay Sean;Down;212;FALSE;2009;hip hop, pop, R&B;3;;;;;;;;
940;Keri Hilson;Turnin Me On - Original Dirty;248;TRUE;2008;pop, R&B;41;;;;;;;;
941;David Guetta;When Love Takes Over (feat. Kelly Rowland);191;FALSE;2010;hip hop, pop, Dance/Electronic;69;;;;;;;;
942;Cheryl;Fight For This Love;223;FALSE;2009;pop, Dance/Electronic;65;;;;;;;;
943;Soulja Boy;Kiss Me Thru The Phone;193;TRUE;2008;hip hop, pop;76;;;;;;;;
944;Eminem;Crack A Bottle;298;TRUE;2009;hip hop;70;;;;;;;;
945;P!nk;Sober;251;FALSE;2010;pop;46;;;;;;;;
946;Tinchy Stryder;Number 1;213;FALSE;2009;pop, Dance/Electronic;59;;;;;;;;
947;Pixie Lott;Mama Do (Uh Oh, Uh Oh);197;FALSE;2009;pop, Dance/Electronic;54;;;;;;;;
948;JLS;Beat Again - Radio Edit;197;FALSE;2009;pop;0;;;;;;;;
949;3OH!3;DONTTRUSTME;193;TRUE;2008;hip hop, pop, rock;70;;;;;;;;
950;A.R. Rahman;Jai Ho! (You Are My Destiny);222;FALSE;2009;set();65;;;;;;;;
951;The Pussycat Dolls;I Hate This Part;218;FALSE;2008;pop, R&B;64;;;;;;;;
952;Akon;Beautiful;313;FALSE;2008;pop;65;;;;;;;;
953;Alexandra Burke;Bad Boys (feat. Flo Rida);206;FALSE;2009;pop;57;;;;;;;;
954;Mario;Break Up;249;TRUE;2009;pop, R&B;51;;;;;;;;
955;Drake;Forever;358;TRUE;2009;hip hop, pop, R&B;73;;;;;;;;
956;Selena Gomez & The Scene;Naturally;203;FALSE;2009;pop, Dance/Electronic;63;;;;;;;;
957;Kanye West;Love Lockdown;270;FALSE;2008;hip hop;66;;;;;;;;
958;The Veronicas;Untouched;255;FALSE;2005;pop, Dance/Electronic;58;;;;;;;;
959;Fabolous;Throw It In The Bag;232;TRUE;2009;hip hop, pop, R&B;59;;;;;;;;
960;Jason Derulo;Whatcha Say;221;FALSE;2010;hip hop, pop;70;;;;;;;;
961;Lily Allen;Not Fair;201;TRUE;2009;pop;54;;;;;;;;
962;T.I.;Dead And Gone;300;TRUE;2008;hip hop, pop;68;;;;;;;;
963;Sean Kingston;Fire Burning;240;FALSE;2009;hip hop, pop, R&B;71;;;;;;;;
964;Empire of the Sun;Walking On A Dream;198;FALSE;2008;rock, pop, Dance/Electronic;77;;;;;;;;
965;Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);196;FALSE;2009;pop, Dance/Electronic;65;;;;;;;;
966;Nickelback;If Today Was Your Last Day;249;FALSE;2008;rock, metal;66;;;;;;;;
967;La Roux;Bulletproof;206;FALSE;2009;pop, Dance/Electronic;71;;;;;;;;
968;Kasabian;Fire;252;FALSE;2009;rock;64;;;;;;;;
969;Calvin Harris;I'm Not Alone - Radio Edit;211;FALSE;2009;hip hop, pop, Dance/Electronic;55;;;;;;;;
970;Justin Bieber;One Time;216;FALSE;2009;pop;71;;;;;;;;
971;Jamie Foxx;Blame It;290;TRUE;2008;hip hop, pop, R&B;65;;;;;;;;
972;La Roux;In For The Kill;249;FALSE;2009;pop, Dance/Electronic;59;;;;;;;;
973;Muse;Uprising;305;FALSE;2009;rock;75;;;;;;;;
974;Nickelback;Gotta Be Somebody;253;FALSE;2008;rock, metal;62;;;;;;;;
975;James Morrison;Broken Strings;250;FALSE;2008;pop, R&B;70;;;;;;;;
976;T.I.;Whatever You Like;250;TRUE;2008;hip hop, pop;74;;;;;;;;
977;Dizzee Rascal;Holiday;221;FALSE;2011;hip hop, pop, Dance/Electronic;60;;;;;;;;
978;Beyoncé;Single Ladies (Put a Ring on It);193;FALSE;2008;pop, R&B;67;;;;;;;;
979;Boys Like Girls;Love Drunk;227;FALSE;2009;pop;64;;;;;;;;
980;The-Dream;Rockin' That Shit;222;TRUE;2009;hip hop, pop, R&B;62;;;;;;;;
981;OneRepublic;Secrets;225;FALSE;2009;pop;74;;;;;;;;
982;JLS;Everybody in Love;196;FALSE;2013;pop;39;;;;;;;;
983;Jason Aldean;Big Green Tractor;204;FALSE;2009;country;50;;;;;;;;
984;The Fray;Never Say Never;257;FALSE;2009;pop;67;;;;;;;;
985;Lily Allen;The Fear;207;TRUE;2009;pop;53;;;;;;;;
986;Kings of Leon;Sex on Fire;203;FALSE;2008;rock;80;;;;;;;;
987;Drake;Best I Ever Had;259;TRUE;2010;hip hop, pop, R&B;54;;;;;;;;
988;Kelly Clarkson;Already Gone;282;FALSE;2009;pop, R&B;56;;;;;;;;
989;Miley Cyrus;Party In The U.S.A.;202;FALSE;2009;pop;79;;;;;;;;
990;Jordin Sparks;Battlefield;242;FALSE;2009;pop, R&B;57;;;;;;;;
991;Ne-Yo;Mad;255;FALSE;2008;pop, R&B;64;;;;;;;;
992;Green Day;21 Guns;321;FALSE;2009;rock;73;;;;;;;;
993;Keri Hilson;Knock You Down;326;FALSE;2009;pop, R&B;57;;;;;;;;
994;Taylor Swift;You Belong With Me;231;FALSE;2008;pop;55;;;;;;;;
995;Shinedown;Second Chance;222;FALSE;2008;rock, metal;67;;;;;;;;
996;Asher Roth;I Love College;242;TRUE;2009;hip hop, pop;62;;;;;;;;
997;Katy Perry;Waking Up In Vegas;199;FALSE;2008;pop;49;;;;;;;;
998;Kelly Clarkson;My Life Would Suck Without You;211;FALSE;2009;pop, R&B;68;;;;;;;;
999;Mumford & Sons;Little Lion Man;245;TRUE;2009;Folk/Acoustic, rock, pop;68;;;;;;;;
1000;The Fray;You Found Me;242;FALSE;2009;pop;73;;;;;;;;
1001;Bruno Mars;Just the Way You Are;221;FALSE;2010;pop;77;;;;;;;;
1002;Eminem;Love The Way You Lie;263;TRUE;2010;hip hop;81;;;;;;;;
1003;Lady Gaga;Bad Romance;295;TRUE;2009;pop;80;;;;;;;;
1004;Stromae;Alors on danse - Radio Edit;206;FALSE;2010;pop;77;;;;;;;;
1005;Kesha;TiK ToK;200;FALSE;2010;pop, Dance/Electronic;80;;;;;;;;
1006;David Guetta;Memories (feat. Kid Cudi);211;FALSE;2010;hip hop, pop, Dance/Electronic;76;;;;;;;;
1007;Taio Cruz;Dynamite;203;FALSE;2010;hip hop, pop;80;;;;;;;;
1008;Rihanna;Only Girl (In The World);235;FALSE;2010;hip hop, pop, R&B;73;;;;;;;;
1009;Katy Perry;California Gurls;235;FALSE;2012;pop;72;;;;;;;;
1010;Kesha;Take It Off;215;FALSE;2010;pop, Dance/Electronic;68;;;;;;;;
1011;INNA;Hot - Play & Win Radio Version;217;FALSE;2010;pop;42;;;;;;;;
1012;Far East Movement;Like A G6;217;FALSE;2010;hip hop, pop;73;;;;;;;;
1013;David Guetta;Gettin' Over You (feat. Fergie & LMFAO);188;FALSE;2010;hip hop, pop, Dance/Electronic;62;;;;;;;;
1014;Duck Sauce;Barbra Streisand - Radio Edit;197;FALSE;2010;Dance/Electronic;46;;;;;;;;
1015;Lucenzo;Danza Kuduro (feat. Don Omar);214;FALSE;2011;latin;0;;;;;;;;
1016;Rihanna;Te Amo;208;TRUE;2009;hip hop, pop, R&B;67;;;;;;;;
1017;Timbaland;Carry Out (Featuring Justin Timberlake);232;FALSE;2009;hip hop, pop, R&B;69;;;;;;;;
1018;DJ Fresh;Gold Dust - Radio Edit;192;FALSE;2010;pop, Dance/Electronic;63;;;;;;;;
1019;Edward Maya;Stereo Love - Radio Edit;185;FALSE;2010;pop;66;;;;;;;;
1020;Taio Cruz;Break Your Heart;202;FALSE;2010;hip hop, pop;74;;;;;;;;
1021;Black Eyed Peas;Imma Be;258;FALSE;2009;hip hop, pop;61;;;;;;;;
1022;Sidney Samson;Riverside;320;TRUE;2009;Dance/Electronic;47;;;;;;;;
1023;Eminem;Not Afraid;248;TRUE;2010;hip hop;79;;;;;;;;
1024;Lady Gaga;Alejandro;274;FALSE;2009;pop;67;;;;;;;;
1025;Rihanna;Rude Boy;223;TRUE;2009;hip hop, pop, R&B;74;;;;;;;;
1026;Ne-Yo;Beautiful Monster;252;FALSE;2010;pop, R&B;57;;;;;;;;
1027;3OH!3;Starstrukk;203;FALSE;2010;hip hop, pop, rock;32;;;;;;;;
1028;Black Eyed Peas;The Time (Dirty Bit);308;FALSE;2010;hip hop, pop;69;;;;;;;;
1029;Kelly Rowland;Commander;218;FALSE;2011;hip hop, pop, R&B;59;;;;;;;;
1030;Swedish House Mafia;One (Your Name) - Radio Edit;163;FALSE;2010;pop, Dance/Electronic;63;;;;;;;;
1031;Chris Brown;Deuces (feat. Tyga & Kevin McCall);277;TRUE;2011;hip hop, pop, R&B;68;;;;;;;;
1032;Usher;DJ Got Us Fallin' In Love (feat. Pitbull);221;FALSE;2010;hip hop, pop, R&B;79;;;;;;;;
1033;Iyaz;Replay;182;FALSE;2009;hip hop, pop;75;;;;;;;;
1034;Flo Rida;Club Can't Handle Me (feat. David Guetta);235;FALSE;2010;hip hop, pop;76;;;;;;;;
1035;Sean Kingston;Eenie Meenie;202;FALSE;2010;hip hop, pop, R&B;74;;;;;;;;
1036;Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);264;TRUE;2010;hip hop, pop;58;;;;;;;;
1037;Tinie Tempah;Written in the Stars (feat. Eric Turner);208;FALSE;2010;hip hop, pop, Dance/Electronic;57;;;;;;;;
1038;Bruno Mars;Talking to the Moon;218;FALSE;2010;pop;76;;;;;;;;
1039;Miley Cyrus;Can't Be Tamed;168;FALSE;2010;pop;0;;;;;;;;
1040;Mike Posner;Cooler Than Me - Single Mix;213;FALSE;2010;hip hop, pop, Dance/Electronic;75;;;;;;;;
1041;Lady Gaga;Telephone;221;FALSE;2009;pop;69;;;;;;;;
1042;Yolanda Be Cool;We No Speak Americano (JT Radio Edit);157;FALSE;2010;Dance/Electronic;1;;;;;;;;
1043;Rihanna;Hard;251;TRUE;2009;hip hop, pop, R&B;55;;;;;;;;
1044;Tinie Tempah;Pass Out;268;TRUE;2010;hip hop, pop, Dance/Electronic;53;;;;;;;;
1045;Adam Lambert;Whataya Want from Me;227;FALSE;2009;pop;57;;;;;;;;
1046;Trey Songz;Bottoms Up (feat. Nicki Minaj);242;TRUE;2010;hip hop, pop, R&B;0;;;;;;;;
1047;Timbaland;If We Ever Meet Again (Featuring Katy Perry);293;FALSE;2009;hip hop, pop, R&B;68;;;;;;;;
1048;Enrique Iglesias;I Like It;231;FALSE;2010;pop, latin;63;;;;;;;;
1049;Tim Berg;Seek Bromance - Avicii’s Vocal Edit;204;FALSE;2010;pop, Dance/Electronic;0;;;;;;;;
1050;Usher;OMG (feat. will.i.am);269;FALSE;2010;hip hop, pop, R&B;73;;;;;;;;
1051;Maroon 5;Misery;216;FALSE;2010;pop;67;;;;;;;;
1052;Jay Sean;Down;212;FALSE;2009;hip hop, pop, R&B;3;;;;;;;;
1053;Rihanna;Man Down;267;TRUE;2010;hip hop, pop, R&B;68;;;;;;;;
1054;3OH!3;My First Kiss (feat. Ke$ha);192;FALSE;2010;hip hop, pop, rock;62;;;;;;;;
1055;Justin Bieber;Baby;214;FALSE;2010;pop;81;;;;;;;;
1056;Cali Swag District;Teach Me How to Dougie;237;TRUE;2011;hip hop, pop;66;;;;;;;;
1057;Swedish House Mafia;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;206;TRUE;2010;pop, Dance/Electronic;54;;;;;;;;
1058;K'NAAN;Wavin' Flag;221;FALSE;2009;set();57;;;;;;;;
1059;Ludacris;How Low;202;TRUE;2010;hip hop, pop;63;;;;;;;;
1060;Kesha;Blah Blah Blah (feat. 3OH!3);172;TRUE;2010;pop, Dance/Electronic;61;;;;;;;;
1061;DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);233;TRUE;2010;hip hop, pop;51;;;;;;;;
1062;Jason Derulo;In My Head;199;FALSE;2010;hip hop, pop;65;;;;;;;;
1063;Aloe Blacc;I Need A Dollar;243;FALSE;2010;R&B;1;;;;;;;;
1064;B.o.B;Airplanes (feat. Hayley Williams of Paramore);180;TRUE;2010;hip hop, pop;74;;;;;;;;
1065;Ludacris;My Chick Bad;217;TRUE;2010;hip hop, pop;68;;;;;;;;
1066;Nelly;Just A Dream;238;FALSE;2010;hip hop, pop, R&B;73;;;;;;;;
1067;Rihanna;What's My Name?;263;FALSE;2010;hip hop, pop, R&B;66;;;;;;;;
1068;Shontelle;Impossible;227;FALSE;2010;pop, R&B;35;;;;;;;;
1069;Take That;The Flood;289;FALSE;2010;pop;57;;;;;;;;
1070;Trey Songz;Say Aah (feat. Fabolous);208;FALSE;2009;hip hop, pop, R&B;54;;;;;;;;
1071;Jason Derulo;Whatcha Say;221;FALSE;2010;hip hop, pop;70;;;;;;;;
1072;Drake;Over;234;TRUE;2010;hip hop, pop, R&B;57;;;;;;;;
1073;Example;Kickstarts;182;FALSE;2010;pop, Dance/Electronic;63;;;;;;;;
1074;Plan B;She Said;209;FALSE;2010;Dance/Electronic;62;;;;;;;;
1075;The Saturdays;Higher;208;FALSE;2010;pop, Dance/Electronic;61;;;;;;;;
1076;Jay Sean;Do You Remember;210;FALSE;2009;hip hop, pop, R&B;2;;;;;;;;
1077;Usher;Hey Daddy (Daddy's Home);224;FALSE;2010;hip hop, pop, R&B;60;;;;;;;;
1078;Lil Wayne;Right Above It;272;TRUE;2010;hip hop, pop;68;;;;;;;;
1079;The Wanted;All Time Low;205;FALSE;2010;pop, Dance/Electronic;18;;;;;;;;
1080;Kesha;Your Love Is My Drug;187;FALSE;2010;pop, Dance/Electronic;69;;;;;;;;
1081;Ellie Goulding;Starry Eyed;177;FALSE;2010;pop, rock, Dance/Electronic;54;;;;;;;;
1082;Drake;Find Your Love;209;FALSE;2010;hip hop, pop, R&B;56;;;;;;;;
1083;Jason Derulo;Ridin' Solo;216;FALSE;2010;hip hop, pop;66;;;;;;;;
1084;Two Door Cinema Club;What You Know;190;FALSE;2010;World/Traditional, rock, pop;0;;;;;;;;
1085;JAY-Z;Young Forever;254;TRUE;2009;hip hop;65;;;;;;;;
1086;Young Money;BedRock;288;TRUE;2009;hip hop, pop;71;;;;;;;;
1087;B.o.B;Nothin' on You (feat. Bruno Mars);268;FALSE;2010;hip hop, pop;74;;;;;;;;
1088;Katy Perry;Teenage Dream;228;FALSE;2010;pop;69;;;;;;;;
1089;Scouting For Girls;This Ain't a Love Song;211;FALSE;2017;pop, rock;52;;;;;;;;
1090;Travie McCoy;Billionaire (feat. Bruno Mars);211;TRUE;2010;hip hop, pop;72;;;;;;;;
1091;Owl City;Fireflies;228;FALSE;2009;rock, pop;78;;;;;;;;
1092;Alicia Keys;Empire State of Mind (Part II) Broken Down;216;FALSE;2009;pop, R&B;71;;;;;;;;
1093;Lady A;Need You Now;236;FALSE;2010;pop, country;73;;;;;;;;
1094;Taylor Swift;Back To December;293;FALSE;2010;pop;65;;;;;;;;
1095;Neon Trees;Animal;212;FALSE;2010;rock, pop;64;;;;;;;;
1096;Kris Allen;Live Like We're Dying;213;FALSE;2009;pop;51;;;;;;;;
1097;Matt Cardle;When We Collide;226;FALSE;2011;pop;46;;;;;;;;
1098;Robyn;Dancing On My Own;289;FALSE;2010;pop, Dance/Electronic;0;;;;;;;;
1099;The Band Perry;If I Die Young;223;FALSE;2010;country;64;;;;;;;;
1100;B.o.B;Magic (feat. Rivers Cuomo);196;FALSE;2010;hip hop, pop;65;;;;;;;;
1101;Adele;Rolling in the Deep;228;TRUE;2011;pop, R&B;2;;;;;;;;
1102;Maroon 5;"Moves Like Jagger - Studio Recording From ""The Voice"" Performance";201;FALSE;2010;pop;77;;;;;;;;
1103;LMFAO;Party Rock Anthem;262;FALSE;2011;hip hop, pop, Dance/Electronic;73;;;;;;;;
1104;Katy Perry;Firework;228;FALSE;2010;pop;72;;;;;;;;
1105;Bruno Mars;Grenade;222;FALSE;2010;pop;78;;;;;;;;
1106;Pitbull;Hey Baby (Drop It to the Floor) (feat. T-Pain);234;FALSE;2011;hip hop, pop, latin;71;;;;;;;;
1107;Alexandra Stan;Mr. Saxobeat;195;FALSE;2011;pop, Dance/Electronic;0;;;;;;;;
1108;David Guetta;Who's That Chick? (feat. Rihanna);201;FALSE;2010;hip hop, pop, Dance/Electronic;71;;;;;;;;
1109;Jennifer Lopez;On The Floor;285;FALSE;2011;hip hop, pop, R&B;79;;;;;;;;
1110;Rihanna;S&M;244;FALSE;2010;hip hop, pop, R&B;73;;;;;;;;
1111;Kesha;Blow;220;FALSE;2010;pop, Dance/Electronic;69;;;;;;;;
1112;Snoop Dogg;Sweat - Remix;196;FALSE;2011;hip hop, pop;68;;;;;;;;
1113;Taio Cruz;Higher;188;FALSE;2010;hip hop, pop;61;;;;;;;;
1114;Usher;More - RedOne Jimmy Joker Remix;220;FALSE;2010;hip hop, pop, R&B;67;;;;;;;;
1115;Example;Changed the Way You Kiss Me - Radio Edit;195;FALSE;2011;pop, Dance/Electronic;42;;;;;;;;
1116;Black Eyed Peas;Just Can’t Get Enough;219;FALSE;2010;hip hop, pop;76;;;;;;;;
1117;David Guetta;Where Them Girls At (feat. Nicki Minaj & Flo Rida);195;TRUE;2012;hip hop, pop, Dance/Electronic;72;;;;;;;;
1118;Lykke Li;I Follow Rivers - The Magician Remix;281;FALSE;2011;pop, Dance/Electronic;51;;;;;;;;
1119;Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252;FALSE;2011;hip hop, pop, latin;81;;;;;;;;
1120;Selena Gomez & The Scene;Love You Like A Love Song;188;FALSE;2011;pop, Dance/Electronic;79;;;;;;;;
1121;Wiz Khalifa;Black and Yellow;218;TRUE;2011;hip hop, pop;75;;;;;;;;
1122;Katy Perry;E.T.;230;FALSE;2012;pop;65;;;;;;;;
1123;Britney Spears;I Wanna Go;210;FALSE;2011;pop;66;;;;;;;;
1124;Gym Class Heroes;Stereo Hearts (feat. Adam Levine);211;FALSE;2011;hip hop, pop;81;;;;;;;;
1125;Edward Maya;Stereo Love - Radio Edit;185;FALSE;2010;pop;66;;;;;;;;
1126;Enrique Iglesias;Tonight (I'm Fuckin' You);232;TRUE;2010;pop, latin;63;;;;;;;;
1127;Jeremih;Down On Me;228;FALSE;2010;hip hop, pop, R&B;72;;;;;;;;
1128;Sak Noel;Loca People - Radio Edit;216;TRUE;2011;Dance/Electronic;49;;;;;;;;
1129;Olly Murs;Heart Skips a Beat (feat. Rizzle Kicks);202;FALSE;2011;pop, Dance/Electronic;61;;;;;;;;
1130;LMFAO;Sexy And I Know It;199;FALSE;2011;hip hop, pop, Dance/Electronic;67;;;;;;;;
1131;Cobra Starship;You Make Me Feel... (feat. Sabi);216;FALSE;2011;pop, Dance/Electronic;70;;;;;;;;
1132;Jessie J;Do It Like A Dude;195;TRUE;2011;hip hop, pop;57;;;;;;;;
1133;DJ Fresh;Louder (feat. Sian Evans) - Radio Edit;207;FALSE;2012;pop, Dance/Electronic;55;;;;;;;;
1134;Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);264;TRUE;2010;hip hop, pop;76;;;;;;;;
1135;Nickelback;When We Stand Together;191;FALSE;2011;rock, metal;65;;;;;;;;
1136;M83;Midnight City;244;FALSE;2011;rock, pop, metal, Dance/Electronic;76;;;;;;;;
1137;Britney Spears;Till the World Ends;238;FALSE;2011;pop;65;;;;;;;;
1138;Labrinth;Earthquake (feat. Tinie Tempah);275;TRUE;2012;pop;62;;;;;;;;
1139;Jason Derulo;Don't Wanna Go Home;206;FALSE;2011;hip hop, pop;63;;;;;;;;
1140;Coldplay;Paradise;279;FALSE;2011;rock, pop;82;;;;;;;;
1141;Katy Perry;Last Friday Night (T.G.I.F.);231;FALSE;2012;pop;74;;;;;;;;
1142;Adele;Set Fire to the Rain;243;FALSE;2011;pop, R&B;2;;;;;;;;
1143;Dr. Dre;I Need A Doctor;284;TRUE;2011;hip hop;71;;;;;;;;
1144;Lil Wayne;6 Foot 7 Foot;249;TRUE;2011;hip hop, pop;1;;;;;;;;
1145;DJ Khaled;I'm On One;296;TRUE;2011;hip hop, pop;70;;;;;;;;
1146;Chris Brown;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);223;TRUE;2011;hip hop, pop, R&B;71;;;;;;;;
1147;Far East Movement;Rocketeer;211;FALSE;2010;hip hop, pop;61;;;;;;;;
1148;The Wanted;Glad You Came;198;FALSE;2011;pop, Dance/Electronic;77;;;;;;;;
1149;Kesha;We R Who We R;205;FALSE;2010;pop, Dance/Electronic;71;;;;;;;;
1150;Kelly Rowland;Motivation;231;FALSE;2011;hip hop, pop, R&B;65;;;;;;;;
1151;Rihanna;We Found Love;215;FALSE;2011;hip hop, pop, R&B;75;;;;;;;;
1152;Nicole Scherzinger;Don't Hold Your Breath;197;FALSE;2011;pop, Dance/Electronic;62;;;;;;;;
1153;Mann;Buzzin Remix;224;TRUE;2011;hip hop, pop;48;;;;;;;;
1154;Chris Brown;Yeah 3x;242;TRUE;2011;hip hop, pop, R&B;69;;;;;;;;
1155;Swedish House Mafia;Save The World;213;FALSE;2011;pop, Dance/Electronic;65;;;;;;;;
1156;Kanye West;All Of The Lights;300;TRUE;2010;hip hop;76;;;;;;;;
1157;Miguel;Sure Thing;195;FALSE;2010;pop, R&B;78;;;;;;;;
1158;Diddy - Dirty Money;Coming Home;239;FALSE;2010;hip hop, pop, R&B;69;;;;;;;;
1159;Rihanna;What's My Name?;263;FALSE;2010;hip hop, pop, R&B;66;;;;;;;;
1160;Chris Brown;Beautiful People;226;FALSE;2019;hip hop, pop, R&B;53;;;;;;;;
1161;Avril Lavigne;What the Hell;221;FALSE;2011;pop;74;;;;;;;;
1162;Professor Green;Read All About It;236;TRUE;2011;Dance/Electronic;39;;;;;;;;
1163;Chase & Status;Blind Faith;234;FALSE;2011;Dance/Electronic;60;;;;;;;;
1164;Chip;Champion (feat. Chris Brown);237;TRUE;2011;hip hop, Dance/Electronic;48;;;;;;;;
1165;Selena Gomez & The Scene;Who Says;196;FALSE;2011;pop, Dance/Electronic;76;;;;;;;;
1166;Rizzle Kicks;Down With The Trumpets;187;FALSE;2011;hip hop;59;;;;;;;;
1167;Lady Gaga;Born This Way;260;FALSE;2011;pop;72;;;;;;;;
1168;Nicki Minaj;Super Bass;200;TRUE;2010;hip hop, pop;0;;;;;;;;
1169;Mac Miller;Donald Trump;166;TRUE;2011;hip hop;61;;;;;;;;
1170;Calvin Harris;Bounce (feat. Kelis) - Radio Edit;222;FALSE;2012;hip hop, pop, Dance/Electronic;62;;;;;;;;
1171;David Guetta;Without You (feat. Usher);208;FALSE;2012;hip hop, pop, Dance/Electronic;70;;;;;;;;
1172;Foster The People;Pumped Up Kicks;240;FALSE;2011;rock, pop;82;;;;;;;;
1173;Drake;Headlines;236;TRUE;2011;hip hop, pop, R&B;74;;;;;;;;
1174;Jessie J;Price Tag;223;FALSE;2011;hip hop, pop;73;;;;;;;;
1175;Jason Aldean;Dirt Road Anthem;229;FALSE;2010;country;53;;;;;;;;
1176;Wiz Khalifa;Roll Up;228;TRUE;2011;hip hop, pop;63;;;;;;;;
1177;OneRepublic;Good Life;253;TRUE;2009;pop;72;;;;;;;;
1178;Bad Meets Evil;Lighters;304;TRUE;2011;hip hop, pop;68;;;;;;;;
1179;Bruno Mars;The Lazy Song;189;FALSE;2010;pop;75;;;;;;;;
1180;Lupe Fiasco;The Show Goes On;240;TRUE;2011;hip hop, pop;70;;;;;;;;
1181;James Morrison;I Won't Let You Go;229;FALSE;2011;pop, R&B;64;;;;;;;;
1182;Jason Derulo;It Girl;192;FALSE;2011;hip hop, pop;70;;;;;;;;
1183;Adele;Someone Like You;285;FALSE;2011;pop, R&B;4;;;;;;;;
1184;Red Hot Chili Peppers;The Adventures of Rain Dance Maggie;282;FALSE;2011;rock;65;;;;;;;;
1185;Keri Hilson;Pretty Girl Rock;244;FALSE;2010;pop, R&B;67;;;;;;;;
1186;P!nk;F**kin' Perfect;213;TRUE;2010;pop;60;;;;;;;;
1187;Blake Shelton;Honey Bee;211;FALSE;2011;country;50;;;;;;;;
1188;Lady Gaga;The Edge Of Glory;321;FALSE;2011;pop;67;;;;;;;;
1189;Lady A;Just A Kiss;219;FALSE;2011;pop, country;63;;;;;;;;
